source,target,weight
alfri_❄❄❄,qila012,0.7316
alfri_❄❄❄,r4ndsyh,0.665
alfri_❄❄❄,raa 👧🏻,0.6546
alfri_❄❄❄,rahmanpru,0.6876
alfri_❄❄❄,rahmat kartolo,0.7363
alfri_❄❄❄,rempeyek_500🌊,0.6697
alfri_❄❄❄,rfky,0.6834
alfri_❄❄❄,rizzstecu✌️,0.7953
alfri_❄❄❄,rzl,0.7112
alfri_❄❄❄,rℹ️k🅾️🅾️🅾️,0.8025
alfri_❄❄❄,sapa bae,0.6587
alfri_❄❄❄,sara ariska,0.6848
alfri_❄❄❄,satria 🙌,0.8676
alfri_❄❄❄,scc winoww,0.7647
alfri_❄❄❄,scc.,0.8041
alfri_❄❄❄,secccfldsuuu21,0.7808
alfri_❄❄❄,sendiiisen©📍,0.707
alfri_❄❄❄,septiana,0.6898
alfri_❄❄❄,si kucing,0.6607
alfri_❄❄❄,sopo》,0.7304
alfri_❄❄❄,stecu💤,0.7071
alfri_❄❄❄,syaf__👾👾,0.6809
alfri_❄❄❄,tam,0.7316
alfri_❄❄❄,tangrajinngaji,0.694
alfri_❄❄❄,taxi barang purwokerto,0.6542
alfri_❄❄❄,teteh_jawa,0.6625
alfri_❄❄❄,the last good man,0.7042
alfri_❄❄❄,theeryoou,0.704
alfri_❄❄❄,tinnyee,0.791
alfri_❄❄❄,tofik.putra17,0.7833
alfri_❄❄❄,user13463#457344,0.6883
alfri_❄❄❄,user7098643456,0.6915
alfri_❄❄❄,username12375,0.725
alfri_❄❄❄,uuppio,0.6634
alfri_❄❄❄,va 17hd,0.6662
alfri_❄❄❄,van pablo,0.6667
alfri_❄❄❄,vanooo,0.6616
alfri_❄❄❄,viann,0.7366
alfri_❄❄❄,vinss,0.6629
alfri_❄❄❄,vnn$fomo,0.7083
alfri_❄❄❄,wong elek,0.6887
alfri_❄❄❄,wongwonganmumet,0.6551
alfri_❄❄❄,ws🪩,0.7018
alfri_❄❄❄,wzrd,0.6959
alfri_❄❄❄,yaraaayaaaa,0.7287
alfri_❄❄❄,yogaaa21,0.7893
alfri_❄❄❄,yyy,0.682
alfri_❄❄❄,z4kk🇦🇱🇦🇱,0.6986
alfri_❄❄❄,zaall,0.7085
alfri_❄❄❄,zain,0.7273
alfri_❄❄❄,zaka.ya,0.7952
alfri_❄❄❄,zannn,0.7408
alfri_❄❄❄,zazamm,0.7335
alfri_❄❄❄,zeniperr,0.6577
alfri_❄❄❄,zppcx,0.685
alfri_❄❄❄,zrill🇦🇱🇦🇱,0.7549
alfri_❄❄❄,zrill💥,0.7141
alfri_❄❄❄,àlwàysdip,0.7293
alfri_❄❄❄,ɴᴀᴛ,0.7175
alfri_❄❄❄,˚ ༘ 🦕𖦹⋆｡˚,0.7526
alfri_❄❄❄,فەیزال,0.727
alfri_❄❄❄,ᴘɪᴋᴀғʀɪᴇᴅᴄʜɪᴄᴋᴇɴ,0.6572
alfri_❄❄❄,☝️👌👌cc,0.7998
alfri_❄❄❄,♥,0.8592
alfri_❄❄❄,マᥱž𝚊,0.7055
alfri_❄❄❄,️dika_sajah,0.692
alfri_❄❄❄,￴ ￴ ￴  ￴ ￴ ￴ ￴ ￴,0.6523
alfri_❄❄❄,￴￴,0.6685
alfri_❄❄❄,𝐫𝐢𝐝𝐨𝐨🕊️,0.662
alfri_❄❄❄,𝑱𝒖𝒍𝒊𝒂𝒏𝒏𝒏,0.7376
alfri_❄❄❄,𝓝𝓪𝔂𝓵𝓪_𝓓.𝓐,0.7564
alfri_❄❄❄,𝕳𝕬𝕴𝕶𝕬𝕷 𝖁1,0.7584
alfri_❄❄❄,𝘼𝙇𝙃𝘼𝙆𝙄𝙈𝙕,0.6522
alfri_❄❄❄,𝘿𝙚𝙣,0.7544
alfri_❄❄❄,𝙋𝙍𝙄𝙉𝘾𝙀 15,0.6937
alfri_❄❄❄,𝙡𝙚𝙣𝙜,0.724
alfri_❄❄❄,𝙾𝚛𝚢𝚣𝚊 𝚂𝚊𝚝𝚒𝚟𝚊 🌾,0.7302
alfri_❄❄❄,🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿,0.7458
alfri_❄❄❄,🐦,0.7672
alfri_❄❄❄,👾,0.7156
alfri_❄❄❄,💋,0.7126
alfri_❄❄❄,💩.,0.6587
alfri_❄❄❄,🕊,0.772
alfri_❄❄❄,🧋,0.7103
alip ajee🌊,al🌠,0.7651
alip ajee🌊,amriajahh,0.693
alip ajee🌊,anisatul,0.7424
alip ajee🌊,anna,0.6924
alip ajee🌊,anzzbut🐊,0.7005
alip ajee🌊,apel❤️,0.6913
alip ajee🌊,aqila misha,0.6602
alip ajee🌊,ar,0.6811
alip ajee🌊,arkhnraalfano,0.6948
alip ajee🌊,arul empat huruf,0.6651
alip ajee🌊,atbqu25,0.7283
alip ajee🌊,athar aurellio,0.7043
alip ajee🌊,ayas hafddz,0.6663
alip ajee🌊,ayurahayu,0.7444
alip ajee🌊,aziz,0.702
alip ajee🌊,b,0.7619
alip ajee🌊,balzz,0.6837
alip ajee🌊,betmenn🦸,0.6667
alip ajee🌊,bluestar,0.693
alip ajee🌊,bogel osle,0.6699
alip ajee🌊,bowo prast,0.7437
alip ajee🌊,b★vanss,0.8004
alip ajee🌊,b🕸️,0.694
alip ajee🌊,caaa,0.6891
alip ajee🌊,cahyoo☄️,0.6695
alip ajee🌊,chell28,0.7368
alip ajee🌊,chelll,0.6932
alip ajee🌊,cingire dava,0.7224
alip ajee🌊,dhanadut_bae16💤,0.6595
alip ajee🌊,dhellaxriigod,0.6811
alip ajee🌊,dimzz.stecu(setelan.cuwek💢🥶),0.7346
alip ajee🌊,donz2nd,0.7425
alip ajee🌊,dubidubidam5,0.6549
alip ajee🌊,dwk,0.674
alip ajee🌊,dân stfu⸸,0.7032
alip ajee🌊,dín dlgk?,0.7547
alip ajee🌊,el smile,0.76
alip ajee🌊,er,0.6719
alip ajee🌊,espede racing,0.7031
alip ajee🌊,f,0.666
alip ajee🌊,fafang🕷️,0.7063
alip ajee🌊,faiqqqqqqq,0.6804
alip ajee🌊,fakri,0.7716
alip ajee🌊,farrel,0.654
alip ajee🌊,fauzannn,0.7472
alip ajee🌊,febriansyah,0.7035
alip ajee🌊,fens nasa 🇺🇸🚀,0.6805
alip ajee🌊,fikaa,0.6946
alip ajee🌊,finzz★,0.7148
alip ajee🌊,fi🅰️n6️⃣,0.6949
alip ajee🌊,frzardtyaalvro,0.7287
alip ajee🌊,g,0.6716
alip ajee🌊,genzzz,0.8026
alip ajee🌊,gtww,0.6523
alip ajee🌊,hamka resna,0.6665
alip ajee🌊,hermanto,0.7282
alip ajee🌊,hibban∆,0.6946
alip ajee🌊,hii i'm bayy.,0.722
alip ajee🌊,hpiss,0.6566
alip ajee🌊,hyan,0.6966
alip ajee🌊,hαpiz_boyss⚡,0.7097
alip ajee🌊,hαηs кαккσɪɪ.dnd.,0.678
alip ajee🌊,i,0.727
alip ajee🌊,ibunya ragaf,0.6799
alip ajee🌊,ifaashion.id,0.7086
alip ajee🌊,ig : d4haas.👾,0.7079
alip ajee🌊,ig:4ufa_l,0.7072
alip ajee🌊,ikhsan hair,0.7103
alip ajee🌊,im.p4yeng!!,0.6957
alip ajee🌊,inieidan,0.7314
alip ajee🌊,jagoan orangtua,0.7019
alip ajee🌊,javrr⚡,0.7791
alip ajee🌊,jdr,0.7452
alip ajee🌊,jesiccaaa,0.7091
alip ajee🌊,kaji,0.68
alip ajee🌊,kang bahar,0.7072
alip ajee🌊,kelzy24,0.713
alip ajee🌊,kib3nk_ta,0.6649
alip ajee🌊,kin_💫,0.7401
alip ajee🌊,kruxill🎃,0.6893
alip ajee🌊,l4nkk,0.6765
alip ajee🌊,lah iya,0.6896
alip ajee🌊,lah?kenapa?,0.6863
alip ajee🌊,lele_byakar@gmail.comm,0.724
alip ajee🌊,lihgal18,0.7743
alip ajee🌊,mas_dawet,0.6899
alip ajee🌊,mawar hitam 🌹🗡️,0.693
alip ajee🌊,mawarr,0.6905
alip ajee🌊,mengomentari postingan anda,0.7148
alip ajee🌊,mhrullam,0.7294
alip ajee🌊,mommy bibiel,0.6736
alip ajee🌊,muhammadchilung,0.7274
alip ajee🌊,mykids,0.6864
alip ajee🌊,naa_,0.6786
alip ajee🌊,nadhiff👾,0.7552
alip ajee🌊,narzz🌊🌊,0.7026
alip ajee🌊,ndre4you,0.6567
alip ajee🌊,nggaaa,0.6625
alip ajee🌊,nnaann🔫,0.6549
alip ajee🌊,nobody,0.7454
alip ajee🌊,nur fadil,0.6649
alip ajee🌊,ol²²oy,0.7376
alip ajee🌊,oz_,0.7009
alip ajee🌊,p4tooookkkk,0.6911
alip ajee🌊,pisangambon,0.6867
alip ajee🌊,piscesmod,0.7337
alip ajee🌊,praditailhm_,0.7634
alip ajee🌊,princess 💅,0.6804
alip ajee🌊,qila012,0.7592
alip ajee🌊,r,0.6603
alip ajee🌊,raf,0.7152
alip ajee🌊,raffiii162,0.6553
alip ajee🌊,rafyy😹,0.7223
alip ajee🌊,rahmat kartolo,0.6599
alip ajee🌊,rfky,0.6523
alip ajee🌊,rℹ️k🅾️🅾️🅾️,0.7743
alip ajee🌊,sabitulyz,0.6729
alip ajee🌊,safi,0.6643
alip ajee🌊,samshl_22,0.6561
alip ajee🌊,satria 🙌,0.7608
alip ajee🌊,satyaa ✦,0.6797
alip ajee🌊,scc winoww,0.6996
alip ajee🌊,scc.,0.7186
alip ajee🌊,secccfldsuuu21,0.7053
alip ajee🌊,sendiiisen©📍,0.7405
alip ajee🌊,si kucing,0.6919
alip ajee🌊,sn0w,0.653
alip ajee🌊,stecu💤,0.7219
alip ajee🌊,syaf__👾👾,0.7839
alip ajee🌊,talasku99,0.7315
alip ajee🌊,tam,0.7676
alip ajee🌊,tangrajinngaji,0.6666
alip ajee🌊,taxi barang purwokerto,0.689
alip ajee🌊,teteh_jawa,0.6757
alip ajee🌊,theeryoou,0.6801
alip ajee🌊,tofik.putra17,0.7394
alip ajee🌊,trisis,0.6684
alip ajee🌊,upin🐼,0.6723
alip ajee🌊,user13463#457344,0.6683
alip ajee🌊,user7098643456,0.6978
alip ajee🌊,va 17hd,0.7352
alip ajee🌊,vanooo,0.6631
alip ajee🌊,varkon🚀🚀,0.6591
alip ajee🌊,viann,0.7588
alip ajee🌊,vittss..,0.7536
alip ajee🌊,wong elek,0.672
alip ajee🌊,ws🪩,0.7572
alip ajee🌊,wzrd,0.6862
alip ajee🌊,yogaaa21,0.6666
alip ajee🌊,yyy,0.7338
alip ajee🌊,z4kk🇦🇱🇦🇱,0.651
alip ajee🌊,zaall,0.681
alip ajee🌊,zaka.ya,0.6977
alip ajee🌊,zazamm,0.7769
alip ajee🌊,zeniperr,0.6651
alip ajee🌊,zrill🇦🇱🇦🇱,0.6787
alip ajee🌊,àlwàysdip,0.6616
alip ajee🌊,ɴᴀᴛ,0.7279
alip ajee🌊,˚ ༘ 🦕𖦹⋆｡˚,0.7356
alip ajee🌊,فەیزال,0.6757
alip ajee🌊,⋇⋆✦chelsea ♛┈⛧♡,0.7506
alip ajee🌊,★,0.6888
alip ajee🌊,☝️👌👌cc,0.7389
alip ajee🌊,⛓️,0.6526
alip ajee🌊,✌️,0.7185
alip ajee🌊,ザキ・アルディアンシア,0.665
alip ajee🌊,マᥱž𝚊,0.7591
alip ajee🌊,윙고🇲🇨🇰🇷,0.6984
alip ajee🌊,️dika_sajah,0.6639
alip ajee🌊,￴ ￴ ￴  ￴ ￴ ￴ ￴ ￴,0.7408
alip ajee🌊,￴￴,0.7346
alip ajee🌊,𝐫𝐢𝐝𝐨𝐨🕊️,0.6785
alip ajee🌊,𝑱𝒖𝒍𝒊𝒂𝒏𝒏𝒏,0.6678
alip ajee🌊,𝕳𝕬𝕴𝕶𝕬𝕷 𝖁1,0.6979
alip ajee🌊,𝕶𝖞𝖓𝖟𝖟,0.6568
alip ajee🌊,𝘼𝙇𝙃𝘼𝙆𝙄𝙈𝙕,0.7204
alip ajee🌊,𝘿𝙚𝙣,0.7066
alip ajee🌊,𝙋𝙍𝙄𝙉𝘾𝙀 15,0.7841
alip ajee🌊,𝙡𝙚𝙣𝙜,0.7855
alip ajee🌊,🅰️★,0.6527
alip ajee🌊,🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿,0.6577
alip ajee🌊,🐣,0.704
alip ajee🌊,💩.,0.685
alip ajee🌊,🕊,0.7711
alll🕷️,amriajahh,0.6777
alll🕷️,arkanan,0.6753
alll🕷️,aziz,0.6858
alll🕷️,bang duttz,0.6768
alll🕷️,bayhaqii,0.6677
alll🕷️,bimo prasetyo,0.6754
alll🕷️,bluestar,0.6777
alll🕷️,cahyoo☄️,0.6838
alll🕷️,cionnnn➰,0.6723
alll🕷️,diditarifin,0.6793
alll🕷️,enan_25,0.7161
alll🕷️,f,0.663
alll🕷️,hi_ndraa,0.7161
alll🕷️,i,0.6533
alll🕷️,i j a l,0.6666
alll🕷️,inisial.b,0.687
alll🕷️,iqqq⚡⚡,0.6622
alll🕷️,kruxill🎃,0.6893
alll🕷️,mas_dawet,0.709
alll🕷️,mawar hitam 🌹🗡️,0.6777
alll🕷️,ndre4you,0.658
alll🕷️,nino,0.6706
alll🕷️,ol²²oy,0.6944
alll🕷️,orensport,0.6625
alll🕷️,patrick bateman,0.675
alll🕷️,penjahat mu,0.6974
alll🕷️,pisangambon,0.699
alll🕷️,raffiii162,0.6578
alll🕷️,regialparij,0.6872
alll🕷️,rivann.ahah,0.6573
alll🕷️,ryy_,0.8206
alll🕷️,rℹ️k🅾️🅾️🅾️,0.6826
alll🕷️,s u m m e r .,0.6874
alll🕷️,septiana,0.6634
alll🕷️,trisis,0.6508
alll🕷️,ufa,0.6933
alll🕷️,vittss..,0.6667
alll🕷️,yogszz⚡,0.6959
alll🕷️,yyy,0.6693
alll🕷️,ɴᴀᴛ,0.6799
alll🕷️,ᴘɪᴋᴀғʀɪᴇᴅᴄʜɪᴄᴋᴇɴ,0.7849
alll🕷️,☝️👌👌cc,0.6915
alll🕷️,⛓️,0.7084
alll🕷️,꧁epep꧂,0.6616
alll🕷️,𝖇𝖎𝖎𝖑𝖆,0.6527
alzz219,ayas hafddz,0.6608
alzz219,gibr4n😑.,0.7017
alzz219,inieidan,0.6945
alzz219,mmmmm,0.6592
alzz219,padil,0.6558
alzz219,pisangambon,0.6739
alzz219,r,0.6524
alzz219,rafyy😹,0.6715
alzz219,rpk1,0.6599
alzz219,zarr★,0.7312
alzz219,⋇⋆✦chelsea ♛┈⛧♡,0.6601
alzz219,￴￴,0.6817
alzz219,𝘼𝙇𝙃𝘼𝙆𝙄𝙈𝙕,0.693
alzz219,🀄penjahatmu🀄,0.6679
al🌠,antika24♊,0.6594
al🌠,anzzbut🐊,0.6745
al🌠,apel❤️,0.7245
al🌠,ar,0.6549
al🌠,athar aurellio,0.6532
al🌠,b,0.7029
al🌠,betmenn🦸,0.6614
al🌠,b★vanss,0.6835
al🌠,cantika deni,0.6549
al🌠,chell28,0.658
al🌠,cingire dava,0.7335
al🌠,d4nnnnn23_4,0.6534
al🌠,dimzz.stecu(setelan.cuwek💢🥶),0.6659
al🌠,donz2nd,0.7318
al🌠,dwk,0.6608
al🌠,dín dlgk?,0.7406
al🌠,espede racing,0.6665
al🌠,fakri,0.7153
al🌠,ffi🕷️,0.6533
al🌠,fikaa,0.7142
al🌠,fi🅰️n6️⃣,0.7263
al🌠,frzardtyaalvro,0.668
al🌠,g,0.6994
al🌠,genzzz,0.7201
al🌠,hermanto,0.7024
al🌠,hibban∆,0.6686
al🌠,hii i'm bayy.,0.7368
al🌠,ibunya ragaf,0.6562
al🌠,ig : d4haas.👾,0.7309
al🌠,ig:4ufa_l,0.7456
al🌠,inieidan,0.7561
al🌠,jagoan orangtua,0.6815
al🌠,javrr⚡,0.7059
al🌠,jdr,0.6865
al🌠,kang bahar,0.6586
al🌠,kib3nk_ta,0.6833
al🌠,kin_💫,0.6645
al🌠,lihgal18,0.6642
al🌠,mhrullam,0.6773
al🌠,mommy bibiel,0.66
al🌠,muhammadchilung,0.6736
al🌠,nadhiff👾,0.6711
al🌠,narzz🌊🌊,0.7198
al🌠,nobody,0.6503
al🌠,oz_,0.7092
al🌠,praditailhm_,0.7078
al🌠,qila012,0.6779
al🌠,r,0.6991
al🌠,raf,0.6886
al🌠,rafyy😹,0.7276
al🌠,rstu💤,0.6639
al🌠,sabitulyz,0.6636
al🌠,satria 🙌,0.6806
al🌠,sendiiisen©📍,0.6963
al🌠,stecu💤,0.6538
al🌠,syaf__👾👾,0.7355
al🌠,talasku99,0.723
al🌠,tam,0.7416
al🌠,tangrajinngaji,0.6628
al🌠,tofik.putra17,0.7061
al🌠,user13463#457344,0.6744
al🌠,user7098643456,0.666
al🌠,vanooo,0.6506
al🌠,viann,0.6718
al🌠,vittss..,0.7024
al🌠,wiindoc,0.7112
al🌠,ws🪩,0.7225
al🌠,zaka.ya,0.6554
al🌠,zeniperr,0.6805
al🌠,˚ ༘ 🦕𖦹⋆｡˚,0.6688
al🌠,⋇⋆✦chelsea ♛┈⛧♡,0.7735
al🌠,★,0.6943
al🌠,ザキ・アルディアンシア,0.6543
al🌠,윙고🇲🇨🇰🇷,0.7632
al🌠,️dika_sajah,0.6632
al🌠,￴ ￴ ￴  ￴ ￴ ￴ ￴ ￴,0.6624
al🌠,￴￴,0.7255
al🌠,𝐫𝐢𝐝𝐨𝐨🕊️,0.6854
al🌠,𝘼𝙇𝙃𝘼𝙆𝙄𝙈𝙕,0.678
al🌠,𝙋𝙍𝙄𝙉𝘾𝙀 15,0.729
al🌠,𝙡𝙚𝙣𝙜,0.7267
al🌠,🅰️★,0.6635
al🌠,🐣,0.759
al🌠,🕊,0.7347
ambaedits,anak mbarep,0.706
ambaedits,andre $,0.6908
ambaedits,aneppp✨,0.7122
ambaedits,arm team,0.7006
ambaedits,aryarizz,0.8021
ambaedits,ataabhrandie_,0.7528
ambaedits,axsa,0.7061
ambaedits,bambang spektakuler!,0.6598
ambaedits,bibb,0.6973
ambaedits,cen,0.7417
ambaedits,cyy,0.7593
ambaedits,danzooo,0.6948
ambaedits,dea,0.7327
ambaedits,deboy,0.7357
ambaedits,deliciousrull,0.777
ambaedits,dewoel,0.7001
ambaedits,frhnbaeω,0.7391
ambaedits,granddream,0.6514
ambaedits,hanifnur,0.6777
ambaedits,icin,0.7134
ambaedits,iyann noverse ☄️🪐,0.7425
ambaedits,kall,0.6766
ambaedits,khaa : akun business 🪐 💵,0.6835
ambaedits,maa....,0.6511
ambaedits,mamaz ap,0.6827
ambaedits,maswilll,0.6835
ambaedits,maypen🍉,0.6766
ambaedits,nafz?yakena😹🤓🤭😋,0.7111
ambaedits,namaku atha,0.6557
ambaedits,ndaru,0.657
ambaedits,nha_nha88,0.7435
ambaedits,p!n,0.7395
ambaedits,r e t z,0.6758
ambaedits,rian(rivan fian),0.7272
ambaedits,ririss,0.6682
ambaedits,se'pull_maxwill,0.6707
ambaedits,spilloutfittrendy,0.7276
ambaedits,tem - tem★★★,0.6847
ambaedits,tole bf official316,0.6646
ambaedits,wiwut,0.688
ambaedits,"wong""plosok",0.7225
ambaedits,xy_don🚀,0.6668
ambaedits,yoo🅰️jahh,0.7532
ambaedits,zaza,0.7187
ambaedits,zexx'777,0.7338
ambaedits,zye hehe,0.711
ambaedits,| ig : @aseprmadanni,0.6641
ambaedits,˚꩜｡⋆˚࿔ 𝔂𝓪𝔂𝓪 𝜗𝜚˚⋆🧸ྀི,0.6722
ambaedits,⭐zka,0.6672
ambaedits,レザ,0.7055
ambaedits,𝕬𝖟𝖐𝖆 𝖋𝖔𝖗 𝖞𝖔𝖚,0.7077
ambaedits,𝘾𝙖𝙡𝙤𝙣 𝙃𝘼𝙅𝙄,0.7105
ambaedits,🎀sheila||suka ngonten🎀,0.6615
ambaedits,💥,0.7444
amin ismoyo,nayzz🚀,0.6804
amin ismoyo,wahyu,0.7006
amin ismoyo,wiwut,0.6664
amin ismoyo,zi yan,0.6596
amin ismoyo,🥷,0.7016
amriajahh,anak ayam.,0.6662
amriajahh,anggitaaaaaa❤️‍🔥,0.6915
amriajahh,anisatul,0.8311
amriajahh,apa coba,0.7839
amriajahh,apel❤️,0.6948
amriajahh,aqila misha,0.8794
amriajahh,arkanan,0.7304
amriajahh,arkhnraalfano,0.8064
amriajahh,athar aurellio,0.8194
amriajahh,ayas hafddz,0.6554
amriajahh,aziz,0.703
amriajahh,b,0.8256
amriajahh,balzz,0.7364
amriajahh,bang duttz,0.6901
amriajahh,betmenn🦸,0.6572
amriajahh,bluestar,1.0
amriajahh,bogel osle,0.7225
amriajahh,bowo prast,0.824
amriajahh,bowoo,0.7136
amriajahh,budi_24,0.659
amriajahh,b★vanss,0.8452
amriajahh,b🕸️,0.7942
amriajahh,caaa,0.7713
amriajahh,cahyoo☄️,0.7027
amriajahh,chell28,0.8122
amriajahh,chelll,0.7868
amriajahh,cingire dava,0.7077
amriajahh,cionnnn➰,0.6992
amriajahh,danu.,0.6632
amriajahh,dhanadut_bae16💤,0.6722
amriajahh,dilzz v2,0.7382
amriajahh,dimzz.stecu(setelan.cuwek💢🥶),0.8041
amriajahh,dly,0.6783
amriajahh,donz2nd,0.7478
amriajahh,dwi reny makmoy makm,0.7403
amriajahh,dwk,0.7485
amriajahh,dân stfu⸸,0.8737
amriajahh,dín dlgk?,0.7189
amriajahh,dɹısɐɐɐ,0.6979
amriajahh,edhy soekamto,0.6835
amriajahh,el smile,0.7729
amriajahh,elyraa,0.6573
amriajahh,enan_25,0.7765
amriajahh,ens,0.6528
amriajahh,er,0.6849
amriajahh,espede racing,0.7075
amriajahh,f,0.7281
amriajahh,fafang🕷️,0.6806
amriajahh,fakri,0.6599
amriajahh,fikaa,0.6719
amriajahh,finzz★,0.746
amriajahh,frzardtyaalvro,0.7529
amriajahh,f⚡,0.7219
amriajahh,genzzz,0.6938
amriajahh,grandberkahdoaibu,0.8767
amriajahh,gudeg bu rudy klampok ✨✨,0.7024
amriajahh,hi_ndraa,0.7765
amriajahh,hibban∆,0.6547
amriajahh,hii i'm bayy.,0.7022
amriajahh,hilman,0.6589
amriajahh,hpiss,0.7424
amriajahh,hyan,0.7224
amriajahh,hαpiz_boyss⚡,0.7321
amriajahh,i,0.7497
amriajahh,i j a l,0.6854
amriajahh,ibunya ragaf,0.8887
amriajahh,ig : d4haas.👾,0.7339
amriajahh,ig: ?,0.7068
amriajahh,ig:4ufa_l,0.6523
amriajahh,iis dukha,0.6615
amriajahh,ikhsan hair,0.7433
amriajahh,im.p4yeng!!,0.7
amriajahh,inyong,0.7068
amriajahh,jagoan orangtua,0.7627
amriajahh,javrr⚡,0.8535
amriajahh,jdr,0.6514
amriajahh,jesiccaaa,0.7487
amriajahh,jun santuy,0.667
amriajahh,"kaa,a",0.7157
amriajahh,kaji,0.8796
amriajahh,kang bahar,0.7951
amriajahh,keee keee,0.6528
amriajahh,kelzy24,0.6846
amriajahh,kiking,0.6617
amriajahh,kruxill🎃,0.9547
amriajahh,kuwi4526,0.6541
amriajahh,l4nkk,0.6817
amriajahh,lah iya,0.8492
amriajahh,lah?kenapa?,0.7186
amriajahh,lele_byakar@gmail.comm,0.9155
amriajahh,lihgal18,0.8151
amriajahh,masrianto manalu,0.7097
amriajahh,mawar hitam 🌹🗡️,1.0
amriajahh,mawarr,0.7395
amriajahh,mbahnya nafisha dan sava,0.6997
amriajahh,mengomentari postingan anda,0.7113
amriajahh,mhrullam,0.7513
amriajahh,mka. kka,0.7139
amriajahh,muhamad rian,0.6663
amriajahh,muhammadchilung,0.7439
amriajahh,nadhiff👾,0.7956
amriajahh,narti,0.6803
amriajahh,narzz🌊🌊,0.6811
amriajahh,ndre4you,0.7558
amriajahh,nggaaa,0.6622
amriajahh,nino,0.7219
amriajahh,nnaann🔫,0.7046
amriajahh,nobody,0.8032
amriajahh,nur fadil,0.6614
amriajahh,nuuuuu,0.6718
amriajahh,ol²²oy,0.9153
amriajahh,p4tooookkkk,0.6987
amriajahh,pak haji,0.7047
amriajahh,patirrrv2🖤,0.6682
amriajahh,pip2nd🧿,0.6573
amriajahh,pisangambon,0.6603
amriajahh,praditailhm_,0.789
amriajahh,princess 💅,0.7329
amriajahh,put,0.7129
amriajahh,qila012,0.7874
amriajahh,rahmanpru,0.7382
amriajahh,rahmat kartolo,0.7213
amriajahh,rempeyek_500🌊,0.6733
amriajahh,rio,0.7839
amriajahh,rivann.ahah,0.6593
amriajahh,rizzstecu✌️,0.7787
amriajahh,ryy_,0.664
amriajahh,rzl,0.7008
amriajahh,rℹ️k🅾️🅾️🅾️,0.9149
amriajahh,safi,0.7356
amriajahh,sara ariska,0.7123
amriajahh,satria 🙌,0.8539
amriajahh,scc winoww,0.8514
amriajahh,scc.,0.7545
amriajahh,secccfldsuuu21,0.7629
amriajahh,sendiiisen©📍,0.778
amriajahh,septiana,0.718
amriajahh,si kucing,0.6626
amriajahh,sopo》,0.8009
amriajahh,stecu💤,0.7153
amriajahh,syaf__👾👾,0.7194
amriajahh,talasku99,0.6804
amriajahh,tam,0.7025
amriajahh,tangrajinngaji,0.7218
amriajahh,teteh_jawa,0.6903
amriajahh,the last good man,0.7357
amriajahh,theeryoou,0.7092
amriajahh,tinnyee,0.921
amriajahh,tofik.putra17,0.8037
amriajahh,trisis,0.6618
amriajahh,u,0.6712
amriajahh,upin🐼,0.738
amriajahh,user13463#457344,0.7221
amriajahh,user7098643456,0.6738
amriajahh,username12375,0.8587
amriajahh,va 17hd,0.7618
amriajahh,van pablo,0.6551
amriajahh,vanooo,0.6979
amriajahh,varkon🚀🚀,0.6865
amriajahh,viann,0.7826
amriajahh,vittss..,0.6903
amriajahh,vnn$fomo,0.6842
amriajahh,wong elek,0.746
amriajahh,wongwonganmumet,0.6711
amriajahh,ws🪩,0.7128
amriajahh,wzrd,0.6962
amriajahh,yanuar,0.6808
amriajahh,yaraaayaaaa,0.6979
amriajahh,yogaaa21,0.9094
amriajahh,yyy,0.777
amriajahh,z4kk🇦🇱🇦🇱,0.6975
amriajahh,zaall,0.68
amriajahh,zain,0.7024
amriajahh,zaka.ya,0.8048
amriajahh,zannn,0.7449
amriajahh,zazamm,0.8049
amriajahh,zppcx,0.7309
amriajahh,zrill🇦🇱🇦🇱,0.7572
amriajahh,zrill💥,0.7681
amriajahh,ɴᴀᴛ,0.7261
amriajahh,˚ ༘ 🦕𖦹⋆｡˚,0.7697
amriajahh,فەیزال,0.7062
amriajahh,ಠ_ರೃ,0.6562
amriajahh,ᴘɪᴋᴀғʀɪᴇᴅᴄʜɪᴄᴋᴇɴ,0.7114
amriajahh,☝️👌👌cc,0.9513
amriajahh,♥,0.8716
amriajahh,✌️,0.7042
amriajahh,マᥱž𝚊,0.7356
amriajahh,️dika_sajah,0.6712
amriajahh,￴￴,0.6795
amriajahh,𝑱𝒖𝒍𝒊𝒂𝒏𝒏𝒏,0.8309
amriajahh,𝓝𝓪𝔂𝓵𝓪_𝓓.𝓐,0.7187
amriajahh,𝕳𝕬𝕴𝕶𝕬𝕷 𝖁1,0.7487
amriajahh,𝕶𝖞𝖓𝖟𝖟,0.6649
amriajahh,𝘿𝙚𝙣,0.8106
amriajahh,𝙋𝙍𝙄𝙉𝘾𝙀 15,0.6658
amriajahh,𝙡𝙚𝙣𝙜,0.7841
amriajahh,𝙾𝚛𝚢𝚣𝚊 𝚂𝚊𝚝𝚒𝚟𝚊 🌾,0.7263
amriajahh,🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿,0.8565
amriajahh,🐦,0.8298
amriajahh,👾,0.6718
amriajahh,💋,0.6735
